c-return Loader:81 Kernel set_trace_func
  return Mouse Comp:114 CMouse::Component initialize
  return Comp_TitleCommand:7 Comp_Command initialize
c-return Window_Command_2:152 Class new
  c-call Window_Command_2:152 Array push
c-return Window_Command_2:152 Array push
    line Window_Command_2:153 Window_Command draw_item
    call Window_Base:157 Window_Base normal_color
    line Window_Base:157 Window_Base normal_color
    call Window_Base:151 Window_Base text_color
    line Window_Base:152 Window_Base text_color
  c-call Window_Base:152 Window windowskin
c-return Window_Base:152 Window windowskin
    line Window_Base:152 Window_Base text_color
    line Window_Base:152 Window_Base text_color
  c-call Window_Base:152 Bitmap get_pixel
c-return Window_Base:152 Bitmap get_pixel
  return Window_Base:153 Window_Base text_color
  return Window_Base:157 Window_Base normal_color
    call Window_Command_2:75 Window_Command command_enabled?
    line Window_Command_2:76 Window_Command command_enabled?
  return Window_Command_2:77 Window_Command command_enabled?
    call Window_Base:188 Window_Base change_color
    line Window_Base:189 Window_Base change_color
  c-call Window_Base:189 Window contents
c-return Window_Base:189 Window contents
  c-call Window_Base:189 Bitmap font
c-return Window_Base:189 Bitmap font
  c-call Window_Base:189 Font color
c-return Window_Base:189 Font color
  c-call Window_Base:189 Color set
  c-call Window_Base:189 Font color=
c-return Window_Base:189 Font color=
c-return Window_Base:189 Color set
    line Window_Base:190 Window_Base change_color
    line Window_Base:190 Window_Base change_color
  c-call Window_Base:190 Window contents
c-return Window_Base:190 Window contents
  c-call Window_Base:190 Bitmap font
c-return Window_Base:190 Bitmap font
  c-call Window_Base:190 Font color
c-return Window_Base:190 Font color
    call Window_Base:181 Window_Base translucent_alpha
    line Window_Base:182 Window_Base translucent_alpha
  return Window_Base:183 Window_Base translucent_alpha
  c-call Window_Base:190 Color alpha=
  c-call Window_Base:190 Font color=
c-return Window_Base:190 Font color=
c-return Window_Base:190 Color alpha=
  return Window_Base:191 Window_Base change_color
    line Window_Command_2:154 Window_Command draw_item
    call Window_Selectable:183 Window_Selectable item_rect_for_text
    line Window_Selectable:184 Window_Selectable item_rect_for_text
    call Window_Selectable:172 Window_Selectable item_rect
    line Window_Selectable:173 Window_Selectable item_rect
  c-call Window_Selectable:173 Class new
  c-call Window_Selectable:173 Rect initialize
c-return Window_Selectable:173 Rect initialize
c-return Window_Selectable:173 Class new
    line Window_Selectable:174 Window_Selectable item_rect
    call Window_Selectable:49 Window_Selectable item_width
    line Window_Selectable:50 Window_Selectable item_width
    line Window_Selectable:50 Window_Selectable item_width
  c-call Window_Selectable:50 Window width
c-return Window_Selectable:50 Window width
    call Window_Base:36 Window_Base standard_padding
    line Window_Base:37 Window_Base standard_padding
  return Window_Base:38 Window_Base standard_padding
    call Window_Selectable:37 Window_Selectable spacing
    line Window_Selectable:38 Window_Selectable spacing
  return Window_Selectable:39 Window_Selectable spacing
    call Window_Selectable:31 Window_Selectable col_max
    line Window_Selectable:32 Window_Selectable col_max
  return Window_Selectable:33 Window_Selectable col_max
    call Window_Selectable:37 Window_Selectable spacing
    line Window_Selectable:38 Window_Selectable spacing
  return Window_Selectable:39 Window_Selectable spacing
  return Window_Selectable:51 Window_Selectable item_width
  c-call Window_Selectable:174 Rect width=
c-return Window_Selectable:174 Rect width=
    line Window_Selectable:175 Window_Selectable item_rect
    call Window_Selectable:55 Window_Selectable item_height
    line Window_Selectable:56 Window_Selectable item_height
    call Window_Base:30 Window_Base line_height
    line Window_Base:31 Window_Base line_height
  return Window_Base:32 Window_Base line_height
  return Window_Selectable:57 Window_Selectable item_height
  c-call Window_Selectable:175 Rect height=
c-return Window_Selectable:175 Rect height=
    line Window_Selectable:176 Window_Selectable item_rect
    call Window_Selectable:31 Window_Selectable col_max
    line Window_Selectable:32 Window_Selectable col_max
  return Window_Selectable:33 Window_Selectable col_max
    line Window_Selectable:176 Window_Selectable item_rect
    call Window_Selectable:49 Window_Selectable item_width
    line Window_Selectable:50 Window_Selectable item_width
    line Window_Selectable:50 Window_Selectable item_width
  c-call Window_Selectable:50 Window width
c-return Window_Selectable:50 Window width
    call Window_Base:36 Window_Base standard_padding
    line Window_Base:37 Window_Base standard_padding
  return Window_Base:38 Window_Base standard_padding
    call Window_Selectable:37 Window_Selectable spacing
    line Window_Selectable:38 Window_Selectable spacing
  return Window_Selectable:39 Window_Selectable spacing
    call Window_Selectable:31 Window_Selectable col_max
    line Window_Selectable:32 Window_Selectable col_max
  return Window_Selectable:33 Window_Selectable col_max
    call Window_Selectable:37 Window_Selectable spacing
    line Window_Selectable:38 Window_Selectable spacing
  return Window_Selectable:39 Window_Selectable spacing
  return Window_Selectable:51 Window_Selectable item_width
    call Window_Selectable:37 Window_Selectable spacing
    line Window_Selectable:38 Window_Selectable spacing
  return Window_Selectable:39 Window_Selectable spacing
  c-call Window_Selectable:176 Rect x=
c-return Window_Selectable:176 Rect x=
    line Window_Selectable:177 Window_Selectable item_rect
    call Window_Selectable:31 Window_Selectable col_max
    line Window_Selectable:32 Window_Selectable col_max
  return Window_Selectable:33 Window_Selectable col_max
    call Window_Selectable:55 Window_Selectable item_height
    line Window_Selectable:56 Window_Selectable item_height
    call Window_Base:30 Window_Base line_height
    line Window_Base:31 Window_Base line_height
  return Window_Base:32 Window_Base line_height
  return Window_Selectable:57 Window_Selectable item_height
  c-call Window_Selectable:177 Rect y=
c-return Window_Selectable:177 Rect y=
    line Window_Selectable:178 Window_Selectable item_rect
  return Window_Selectable:179 Window_Selectable item_rect
    line Window_Selectable:185 Window_Selectable item_rect_for_text
  c-call Window_Selectable:185 Rect x
c-return Window_Selectable:185 Rect x
  c-call Window_Selectable:185 Rect x=
c-return Window_Selectable:185 Rect x=
    line Window_Selectable:186 Window_Selectable item_rect_for_text
  c-call Window_Selectable:186 Rect width
c-return Window_Selectable:186 Rect width
  c-call Window_Selectable:186 Rect width=
c-return Window_Selectable:186 Rect width=
    line Window_Selectable:187 Window_Selectable item_rect_for_text
  return Window_Selectable:188 Window_Selectable item_rect_for_text
    call Window_Command_2:69 Window_Command command_name
    line Window_Command_2:70 Window_Command command_name
  return Window_Command_2:71 Window_Command command_name
    call Window_Command_2:117 Window_Command alignment
    line Window_Command_2:118 Window_Command alignment
  return Window_Command_2:119 Window_Command alignment
    call Window_Base:196 Window_Base draw_text
    line Window_Base:197 Window_Base draw_text
  c-call Window_Base:197 Window contents
c-return Window_Base:197 Window contents
  c-call Window_Base:197 Bitmap draw_text
c-return Window_Base:197 Bitmap draw_text
  return Window_Base:198 Window_Base draw_text
  return Window_Command_2:155 Window_Command draw_item
    line Window_Selectable:410 Window_Selectable draw_all_items
    call Window_Command_2:150 Window_Command draw_item
    line Window_Command_2:151 Window_Command draw_item
    call Window_Selectable:172 Window_Selectable item_rect
    line Window_Selectable:173 Window_Selectable item_rect
  c-call Window_Selectable:173 Class new
  c-call Window_Selectable:173 Rect initialize
c-return Window_Selectable:173 Rect initialize
c-return Window_Selectable:173 Class new
    line Window_Selectable:174 Window_Selectable item_rect
    call Window_Selectable:49 Window_Selectable item_width
    line Window_Selectable:50 Window_Selectable item_width
    line Window_Selectable:50 Window_Selectable item_width
  c-call Window_Selectable:50 Window width
c-return Window_Selectable:50 Window width
    call Window_Base:36 Window_Base standard_padding
    line Window_Base:37 Window_Base standard_padding
  return Window_Base:38 Window_Base standard_padding
    call Window_Selectable:37 Window_Selectable spacing
    line Window_Selectable:38 Window_Selectable spacing
  return Window_Selectable:39 Window_Selectable spacing
    call Window_Selectable:31 Window_Selectable col_max
    line Window_Selectable:32 Window_Selectable col_max
  return Window_Selectable:33 Window_Selectable col_max
    call Window_Selectable:37 Window_Selectable spacing
    line Window_Selectable:38 Window_Selectable spacing
  return Window_Selectable:39 Window_Selectable spacing
  return Window_Selectable:51 Window_Selectable item_width
  c-call Window_Selectable:174 Rect width=
c-return Window_Selectable:174 Rect width=
    line Window_Selectable:175 Window_Selectable item_rect
    call Window_Selectable:55 Window_Selectable item_height
    line Window_Selectable:56 Window_Selectable item_height
    call Window_Base:30 Window_Base line_height
    line Window_Base:31 Window_Base line_height
  return Window_Base:32 Window_Base line_height
  return Window_Selectable:57 Window_Selectable item_height
  c-call Window_Selectable:175 Rect height=
c-return Window_Selectable:175 Rect height=
    line Window_Selectable:176 Window_Selectable item_rect
    call Window_Selectable:31 Window_Selectable col_max
    line Window_Selectable:32 Window_Selectable col_max
  return Window_Selectable:33 Window_Selectable col_max
    line Window_Selectable:176 Window_Selectable item_rect
    call Window_Selectable:49 Window_Selectable item_width
    line Window_Selectable:50 Window_Selectable item_width
    line Window_Selectable:50 Window_Selectable item_width
  c-call Window_Selectable:50 Window width
c-return Window_Selectable:50 Window width
    call Window_Base:36 Window_Base standard_padding
    line Window_Base:37 Window_Base standard_padding
  return Window_Base:38 Window_Base standard_padding
    call Window_Selectable:37 Window_Selectable spacing
    line Window_Selectable:38 Window_Selectable spacing
  return Window_Selectable:39 Window_Selectable spacing
    call Window_Selectable:31 Window_Selectable col_max
    line Window_Selectable:32 Window_Selectable col_max
  return Window_Selectable:33 Window_Selectable col_max
    call Window_Selectable:37 Window_Selectable spacing
    line Window_Selectable:38 Window_Selectable spacing
  return Window_Selectable:39 Window_Selectable spacing
  return Window_Selectable:51 Window_Selectable item_width
    call Window_Selectable:37 Window_Selectable spacing
    line Window_Selectable:38 Window_Selectable spacing
  return Window_Selectable:39 Window_Selectable spacing
  c-call Window_Selectable:176 Rect x=
c-return Window_Selectable:176 Rect x=
    line Window_Selectable:177 Window_Selectable item_rect
    call Window_Selectable:31 Window_Selectable col_max
    line Window_Selectable:32 Window_Selectable col_max
  return Window_Selectable:33 Window_Selectable col_max
    call Window_Selectable:55 Window_Selectable item_height
    line Window_Selectable:56 Window_Selectable item_height
    call Window_Base:30 Window_Base line_height
    line Window_Base:31 Window_Base line_height
  return Window_Base:32 Window_Base line_height
  return Window_Selectable:57 Window_Selectable item_height
  c-call Window_Selectable:177 Rect y=
c-return Window_Selectable:177 Rect y=
    line Window_Selectable:178 Window_Selectable item_rect
  return Window_Selectable:179 Window_Selectable item_rect
    line Window_Command_2:152 Window_Command draw_item
  c-call Window_Command_2:152 Class new
    call Comp_TitleCommand:2 Comp_Command initialize
    line Comp_TitleCommand:3 Comp_Command initialize
    line Comp_TitleCommand:4 Comp_Command initialize
    line Comp_TitleCommand:6 Comp_Command initialize
  c-call Comp_TitleCommand:6 Window x
c-return Comp_TitleCommand:6 Window x
  c-call Comp_TitleCommand:6 Rect x
c-return Comp_TitleCommand:6 Rect x
  c-call Comp_TitleCommand:6 Window y
